Name,Website
JH PROJECTS PTE LTD,
JHT MATERIALS PTE LTD,
JIA YI CAR PTE LTD,
JIAN HUANG CONSTRUCTION CO PTE LTD,
JIAN YU CONSTRUCTION PTE LTD,
JIN CHOON CIVIL ENGINEERING PTE LTD,
JIN DA FUEL TRADING & TRANSPORTATION (S) PTE LTD,
JING QUEE & CHIN JOO,
JINIS INTERNATIONAL PTE LTD,
JIT AIK & CO,
JIUTIAN CHEMICAL GROUP LTD,
JIWA INDUSTRIES PTE LTD,
JJ DRINKS MANUFACTURING PTE LTD,
JJ-LAPP CABLE (S) PTE LTD,
JJR INTERNATIONAL PTE LTD,
JK TECHNOLOGY PTE LTD,
JK YAMING INTERNATIONAL HOLDINGS LTD,
JKF SECURITY & INVESTIGATION PTE LTD,
JL CAPITAL PTE LTD,
JLT PRIVATE CLIENT SERVICES PTE LTD,
JMJ DISTRIBUTION SERVICES PTE LTD,
JML UNIFORMS,
JMS SINGAPORE PTE LTD,
JNC LINE (S) PTE LTD,
JNW ENGINEERING PTE LTD,
JO TANKERS ASIA PTE LTD,
JOANN TING LLC,
JOAQUIM FLORIST & GIFTS PTE LTD,
JOBLINE RESOURCES PTE LTD,
JOBPLUS PTE LTD,
JOBSTREET.COM PTE LTD,
JOHAL ENTERPRISES PTE LTD,
JOHN CRANE SINGAPORE PTE LTD,
JOHN DAVIDS PTE LTD,
JOHN DEERE ASIA (SINGAPORE) PTE LTD,
JOHN LITTLE PTE LTD,
JOHN WHILE SPRINGS (S) PTE LTD,
JOHN WILEY AND SONS SINGAPORE PTE LTD,
JOHNNY MARINE SYSTEMS PTE LTD,
JOHNSON & JOHNSON PTE LTD,
JOHNSON CONTROLS (S) PTE LTD,
JOHNSON SCIENTIFIC EQUIPMENT CO,
JOHNSON TRANSPORT & TRADING PTE LTD,
JOINT & Y ENTERPRISE PTE LTD,
JOLLY LAND PTE LTD,
JONES LANG LASALLE,
JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,
"JONES, DAY, REAVIS & POGUE",
JONITE PTE LTD,
JON-MARIE MARKETING,
JOO CHEONG ENTERPRISE PTE LTD,
JOO HONG HARDWARE CO (PTE) LTD,
JOO LONG TRANSPORT & STEVEDORING PTE LTD,
JORDON INTERNATIONAL FOOD PROCESSING PTE LTD,
JOSEPH CHIA & CO,
JOSEPH LOPEZ & CO,
JOSEPH TAN JUDE BENNY LLP,
JOSIAH MONTESSORI,
JOSIAH MONTESSORI KINDERGARTEN & LEARNING CENTRE,
JOSOVINA COMMODITIES PTE LTD,
JOTUN (SINGAPORE) PTE LTD,
JOURNEY PROMOTIONS PTE LTD,
JOVAN TECH PTE LTD,
JOYCE A TAN & PARTNERS,
JOYCE LIM SKIN AND LASER CLINIC,
JP FOODSERVICE PTE LTD,
JP INTERNATIONAL TRAVEL PTE LTD,
JP NELSON EQUIPMENT PTE LTD,
JP PEPPERDINE GROUP PTE LTD,
JPL CONCRETE PRODUCTS PTE LTD,
JPMORGAN ASSET MANAGEMENT (SINGAPORE) LIMITED,
"JPMORGAN CHASE BANK, N.A.",
JPN INDUSTRIAL TRADING PTE LTD,
JPP FAR EAST (S) PTE LTD,
JQ NETWORK PTE LTD,
JQS PTE LTD,
JR FOODSTUFF INDUSTRIES PTE LTD,
JSAS (SINGAPORE) PTE LTD,
JSCL INVESTMENTS PTE LTD,
JSI LOGISTICS (S) PTE LTD,
JSP FOAM PRODUCTS PTE LTD,
JST COMPONENTS (S) PTE LTD,
JTC CORPORATION,
JUBILANT INTERNATIONAL PTE LTD,
JUBILEE INDUSTRIES (S) PTE LTD,
"JUDICIARY,INDUSTRIAL ARBITRATION COURT",
"JUDICIARY,STATE COURTS",
JUDICIARYSUPREME COURT,
JUHO CONSTRUCTION PTE LTD,
JUI LONG TRADING,
JUKEN MECPLAS TECHNOLOGY PTE LTD,
JUKEN TECHNOLOGY LTD,
JUKI SINGAPORE PTE LTD,
JULI PTE LTD,
JULIA GABRIEL CENTRE PTE LTD,
JULIA GABRIEL EDUCATION PTE LTD,
JUMBO GROUP OF RESTAURANTS PTE LTD,
JUNGBUNZLAUER SINGAPORE PTE LTD,
JUNHAN ENGINEERING PTE LTD,View Map
JUNO SHIPPING PTE LTD,
JURONG COLD STORE PTE LTD,
JURONG COUNTRY CLUB,
JURONG ENGINEERING LIMITED,
JURONG INTERNATIONAL HOLDINGS PTE LTD,
JURONG MARINE COLD STORAGE (PTE) LTD,
JURONG MARINE SERVICES PTE LTD,
JURONG PORT PTE LTD,
JURONG PRIMEWIDE PTE LTD,
JURONG SHIPYARD PTE LTD,
JURONG SML PTE LTD,
JUST EDUCATION TUITION CENTRE PTE LTD,
JUST LAW LLC,
JUSTCOMMODITY SOFTWARE SOLUTIONS PTE LTD,
JVC ASIA PTE LTD,
JVCKENWOOD ELECTRONICS SINGAPORE PTE LTD,
JWH PACKAGING & TRADING,
JX NIPPON OIL & ENERGY ASIA PTE LTD,
JYC-NCL PTE LTD,
"K ""K"" LINE (SINGAPORE) PTE LTD",
"K ""K"" LINE LOGISTICS (SINGAPORE) PTE LTD",
"K ""K"" LINE PTE LTD",
K & FS PTE LTD,
K BOX ENTERTAINMENT GROUP PTE LTD,
K C DAT (S) PTE LTD,
K G INTERNATIONAL PTE LTD,
K KRISHNA & PARTNERS,
K L CHUA & BROS (PTE) LTD,
K L TAN & ASSOCIATES,
K LINE PTE LTD,
K M Y ELECTRICAL ENGINEERING PTE LTD,View Map
K RAVI LAW CORPORATION,
K. ALOOMALL (S) PTE LTD,
K.C. DAT (SINGAPORE) PRIVATE LIMITED,
K.N.P. TRADING PTE LTD,
K.P.P. PACKAGING PTE LTD,
K.T.S. (SINGAPORE) PTE LTD,
K.U.S SCAFFOLDING PTE LTD,
K1 VENTURES LIMITED,
KABA SECURITY PTE LTD,
KABELTEC ASIA PACIFIC PTE LTD,
KAF EQUIPMENT SINGAPORE PTE LTD,
KAFFA KALDI PTE LTD,
KAH MOTOR CO SDN BHD,
KAH SING DEVELOPMENT ENGINEERING PTE LTD,
KAI KWONG OPTICAL CO PTE LTD,
KAICHI SPACEMASTER PTE LTD,
KAIDI CO PTE LTD,
KAIFA TECHNOLOGY (SINGAPORE) PTE LTD,
KAILY PACKAGING PTE LTD,
KAIMAY TRADING PTE LTD,
KAISER PHARMACEUTICAL (SINGAPORE) PTE LTD,
KAIYO REPTILE PRODUCTS (PTE) LTD,
KAJIMA CORPORATION,
KAJIMA OVERSEAS ASIA PTE LTD,
KAKO INTERNATIONAL CORPORATION PTE LTD,
KALEIDO MARKETING COMMUNICATIONS PTE LTD,
KALLANG DEVELOPMENT (PTE) LTD,
KALTECH ENGINEERING & REFRIGERATION PTE LTD,
KAMEI S'PORE PTE LTD,
KAMTEX INDUSTRIES PTE LTD,
KANA TECHNICAL CENTRE (S) PTE LTD,
KANATA MOTORS PTE LTD,
KANEKA SINGAPORE CO (PTE) LTD,
KANEMATSU CORPORATION (SINGAPORE BRANCH),
KANGQI INTERNATIONAL PTE LTD,
KANGQI OIL PTE LTD,
KANSAI FELT (SINGAPORE) PTE LTD,
KANSAI PAINT (S) PTE LTD,
KAPIENT HOLDINGS PTE LTD,
KAPITAL TECHNOLOGIES PTE LTD,
KAPLAN HIGHER EDUCATION INSTITUTE PTE LTD,
KARCHER SOUTH EAST ASIA PTE LTD,
KARIMUN GRANITE (SINGAPORE) PTE LTD,
KARMEN WONG MEDICAL ONCOLOGY PTE LTD,
KAROCRAFT PTE LTD,
KARTINI INDONESIAN RESTAURANT PTE LTD,
KASE LINES (S) PTE LTD,
KASE LOGISTICS (S) PTE LTD,
KATECS SINGAPORE PTE LTD,
KATE'S CATERING SERVICES,www.katescatering.com.sg
KATOEN NATIE SINGAPORE (JURONG) PTE LTD,
KATUN SINGAPORE PTE LTD,
KAWAH ENTERPRISES PTE LTD,www.kawah.sg
KAWAH SELF STORAGE,www.self-storage.sg
KAWAMIN PACIFIC PTE LTD,
KAWARIN ENTERPRISE PTE LTD,
KAWASHI INTERNATIONAL SINGAPORE PTE LTD,
KAY CHYE HUAT PTE LTD,
KAY HUAT TRADING CO PTE LTD,
KAY KAY PLASTIC INDUSTRIES PTE LTD,
KAY LIM CONSTRUCTION & TRADING PTE LTD,
KAYBEE EXIM PTE LTD,
KBC BANK N.V.,
KBIZ DESIGN & BUILD PTE LTD,
KBK INTERNATIONAL PTE LTD,
KCC (SINGAPORE) PTE LTD,
KCE SINGAPORE PTE LTD,
KCK CORPSERVE PTE LTD,
KCTEX INTERNATIONAL LIMITED,
KEA HOLDINGS PTE LTD,
KEA WOOD HOLDINGS PTE LTD,
KEC SINGAPORE PTE LTD,
KECK SENG (S) PTE LTD,
KECK SENG HOTEL PTE LTD,
KECK SENG TOWER PTE LTD,
KEE WEE HUP KEE FOOD MANUFACTURE PTE LTD,
KEEN YEONG WATCH MANUFACTURERS PTE LTD,
KEI & WAH ENGINEERING PTE LTD,
KELLER FOUNDATIONS (S E ASIA) PTE LTD,www.KellerAsia.com
KELLY SERVICES (SINGAPORE) PTE LTD,
KELVIN CHIA PARTNERSHIP,
KELVIN HUGHES (S) PTE LTD,
KEN INDUSTRIAL GASES PTE LTD,
KEN KEN FOOD MFG (PTE) LTD,
KENCANA AGRI LIMITED,
KENDA (S) PTE LTD,
KENDO TRADING PTE LTD,
KENETICS INNOVATIONS PTE LTD,
KENG HENG GOLDTECH PTE LTD,
KENG HENG INVESTMENT PTE LTD,
KENG HUP HIN CO (PTE) LTD,
KENG SOON AUTO PTE LTD,
KENG SOON CREDIT (PTE) LTD,
KENG SOON MOTOR PTE LTD,
KENG WAH HARDWARE CO PTE LTD,
KENN CABLING PTE LTD,
KENNAMETAL (SINGAPORE) PTE LTD,
KENNAMETAL DISTRIBUTION SERVICES ASIA PTE LTD,
KENNETH TAN PARTNERSHIP,
KEN-PAL (S) PTE LTD,
KENSO CORPORATION (S) PTE LTD,
KENSON ENTERPRISE PTE LTD,
KENT HOLIDAYS (S) PTE LTD,
KENT SCAFFOLDING & CLEANING PTE LTD,
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,
KENWELL OFFSHORE PTE LTD,
KENWOOD ELECTRONICS TECHNOLOGIES (S) PTE LTD,
KENWOOD INDUSTRIES PTE LTD,
KENYON PTE. LTD.,
KEONG HONG CONSTRUCTION PTE LTD,
KEPNER-TREGOE SOUTHEAST ASIA LTD,
KEPPEL BAY PTE LTD,
KEPPEL COMMUNICATIONS PTE LTD,
KEPPEL CORPORATION LIMITED,
KEPPEL DIGIHUB LTD,
KEPPEL ELECTRIC PTE LTD,
KEPPEL ENERGY PTE LTD,
KEPPEL FELS LIMITED,
KEPPEL FMO PTE LTD,
KEPPEL GAS PTE LTD,
KEPPEL INTEGRATED ENGINEERING LIMITED,
KEPPEL LAND CHINA LTD,
KEPPEL LAND INTERNATIONAL LTD,
KEPPEL LAND LIMITED,
KEPPEL LAND REALTY PTE LTD,
KEPPEL LOGISTICS PTE LTD,
KEPPEL MERLIMAU COGEN PTE LTD,
KEPPEL OFFSHORE & MARINE LIMITED,
KEPPEL SEA SCAN PTE LTD,
KEPPEL SEGHERS ENGINEERING SINGAPORE PTE LTD,
KEPPEL SHIPYARD LTD,
KEPPEL SINGMARINE PTE LTD,
KEPPEL SMIT TOWAGE PRIVATE LIMITED,
KEPPEL TELECOMMUNICATIONS & TRANSPORTATION LTD,
KERACKER HOLDING PTE LTD,
KERNEL OIL PTE LTD,
KERRY CONSULTING PTE LTD,
KERRY-INTRATAINER PTE LTD,
KES SYSTEMS & SERVICE (1993) PTE LTD,
KESH ART PTE LTD,
KESTER COMPONENTS PTE LTD,
KESTREL INTERNATIONAL SEARCH & ADVISORY PTE LTD,
KESTRONICS (S) PTE LTD,
KESUMAASSOCIATION OF MALAY ENTREPRENEURS,
KEVIN BOOKS & STATIONERY,
KEWALRAM S'PORE LTD,
KEWILL PTE LTD,
KEYSTONE CABLE (S) PTE LTD,
KEYSTONE LOGISTIC SERVICES PTE LTD,
KH BUILDERS PTE. LTD.,
KH NEOCHEM SINGAPORE PTE LTD,
KH ROBERTS PTE LTD,www.kh-roberts.com
KHAI HUAT TRADING (1975) PTE LTD,
KHAI WAH BATTERY & TYRE PTE LTD,
KHAITAN INTERNATIONAL PTE LTD,
KHAN BHOY (S) PTE LTD,
KHATTAR CAPITAL INTERNATIONAL PTE LTD,
KHENG ANN INVESTMENT PTE LTD,
KHENG CHEONG CO PTE LTD,
KHENG LEONG CO (PTE) LTD,
KHENG SENG PRINTING PTE LTD,
KHENG SUN HIRING EQUIPMENTS PTE LTD,
KHENG VENTURE PTE LTD,
KHIAM SOON BEARINGS TRADING,
KHIAN HENG CONSTRUCTION (PRIVATE) LIMITED,
KHIAN SENG HUP KEE,
KHIND SYSTEMS (SINGAPORE) PTE LTD,
KHL PRINTING CO PTE LTD,
KHONG GUAN BISCUIT FACTORY (S) PTE LTD,www.khongguan.com.sg
KHONG GUAN DEVELOPMENT PTE LTD,
KHONG GUAN FLOUR MILLING LTD,
KHONG GUAN GROUP PTE LTD,
KHONG GUAN HENG MOTOR TRADING,
KHS ASIA PTE LTD,
KHT ENGRG & TRADING PTE LTD,
KIAN ANN ENGINEERING LTD,
KIAN CHEONG (BOXES) MFG. CO. PTE LTD,
KIAN CHUE HWA (INDUSTRIES) PTE LTD,
KIAN GUAN INDUSTRIES PTE LTD,
KIAN HO BEARINGS LTD,
KIAN SENG HARDWARE TRADING PTE LTD,
KIAN SOON HARDWARE & TRADING PTE LTD,
KIAN SOON MECHANICAL COMPONENTS PTE LTD,
KIANSON PTE LTD,
KIB ENERGY PTE LTD,
KIB INSURANCE BROKERS (S) PTE LTD,www.kib.com.sg
KIDDY PALACE PTE LTD,
KIDS 21 PTE LTD,
KIDS AT WORK,
KIENTA ENGINEERING CONSTRUCTION PTE LTD,
KIFTRACO PTE LTD,
KIKKOMAN (S) PTE LTD,
KILLINEY DENTAL CENTRE PTE LTD,
KILOWATTS ENGINEERING & CONSTRUCTION PTE LTD,
KIM ANN ENGINEERING PTE LTD,
KIM BENG LEE CONSTRUCTION PTE LTD,
KIM ENG HOLDINGS LIMITED,
KIM GAN ENTERPRISE PTE LTD,
KIM GUAN METALS (PTE) LTD,
KIM HENG MARINE & OILFIELD PTE LTD,
KIM HENG SHIPBUILDING & ENGINEERING PTE LTD,
KIM HIN JOO PTE LTD,
KIM HOCK CORPORATION PTE LTD,
KIM HOE REALTY PTE LTD,
KIM HUAT ENGINEERING PTE LTD,
KIM HUP LEE & CO (PTE) LTD,
KIM HWEE INDUSTRIAL TECHNOLOGY PTE LTD,
KIM IMPORT & EXPORT CORPORATION (PTE) LTD,
KIM JOO GUAN PTE LTD,www.kjg.com.sg
KIM KEAT JEWELLERY FACTORY PTE LTD,
KIM LENG OFFICE EQUIPMENT PTE LTD,
KIM LOONG TIMBER PRODUCTS PTE LTD,
KIM SENG HENG ENGINEERING CONSTRUCTION PTE LTD,
KIM SENG HOLDINGS PTE LTD,
KIM SENG HUAT HARDWARE PTE LTD,
KIM SENG MACHINERY PTE LTD,
KIM SIANG JEWELLERY INDUSTRIES PTE LTD,
KIM TECHNOLOGY & SYSTEMS ENGINEERING PTE LTD,
KIMBERLY-CLARK ASIA PACIFIC PTE LTD,
KIMBERLY-CLARK FAR EAST PTE LTD,
KIMBERLY-CLARK SINGAPORE PTE LTD,
KIMEN PTE LTD,
KIMLY CONSTRUCTION PTE LTD,
KIMS MARKETING PTE LTD,
KIM'S PLACE SEAFOOD RESTAURANT PTE LTD,
KIMTA ELECTRIC PTE LTD,
KIMTECH MARINE (S) PTE LTD,
KIMURAYA (PTE) LTD,
KIN XIN ENGINEERING PTE LTD,www.libragroup.com.sg
KINCOL HOLDINGS PTE LTD,
KINDERLAND EDUCARE SERVICES PTE LTD,
KINERGY LTD,
KING HUA ELECTRICAL PTE LTD,
KING LEY MACHINERY PTE LTD,
KING PLASTIC PTE LTD,
KING WAN CONSTRUCTION PTE LTD,
KING WAN CORPORATION LTD,
KINGDOM GREEN DISTRIBUTOR PTE LTD,
KINGDOM OPTICAL (S) PTE LTD,
KINGDOM TRAVEL PTE LTD,
KINGFISHER INDUSTRIES PTE LTD,
KINGFOK DEVELOPMENT (PTE) LTD,
KING-REPA TRADING (S) PTE LTD,
KING'S METAL (S) PTE LTD,
KING'S SAFETYWEAR LIMITED,
KING'S SHOE MANUFACTURING PTE LTD,
KINGSA INDUSTRIES (S) PTE LTD,
KINGSMEN CREATIVES LTD,
KINGSMEN DESIGN PTE LTD,
KINGSMEN EXHIBITS PTE LTD,
KINGSMEN PROJECTS PTE LTD,
KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD,
KINOKUNIYA BOOK STORES OF SINGAPORE PTE LTD,
KIRSONS TRADING PTE LTD,
KISCO (ASIA) PTE LTD,
KISO-JIBAN CONSULTANTS CO LTD,
KIST ENGINEERING PTE LTD,
KITCHEN LANGUAGE PTE LTD,
KITZ VALVE & ACTUATION SINGAPORE PTE LTD,
KIUCHI INSTRUMENTATION PTE LTD,
KJS CONSTRUCTION PTE LTD,
KK WOMEN'S AND CHILDREN'S HOSPITAL PTE LTD,
KK YAP & ASSOCIATES,
KKT CONSULTANTS,
KL RESOURCES PTE LTD,
KLANDEE RESOURCES PTE LTD,
KLA-TENCOR (SINGAPORE) PTE LTD,
KLENCO (SINGAPORE) PTE LTD,
KLUJE PTE LTD,
KLW BUILDER PTE LTD,www.klwbuilder.com
KLW HOLDINGS LTD,
KLW WOOD PRODUCTS PTE LTD,
KMI SERVICES PTE LTD,
KMP FOOD INDUSTRIES PTE LTD,
KMP PRIVATE LTD,
KNIGHT AUTO PRECISION ENGINEERING PTE LTD,
KNIGHT FRANK ESTATE MANAGEMENT PTE LTD,
KNIGHT FRANK PTE LTD,
KNIGHTS SYNERGY (S) PTE LTD,
KNOWLEDGE COMPUTERS PTE LTD,
KNOWLEDGE UNIVERSE PTE LTD,
KNOWN-YOU SEEDS DISTRIBUTION (S.E.A.) PTE LTD,
KNS COMMUNICATIONS PTE LTD,
KOA DENKO (S) PTE LTD,
KOASTAL INDUSTRIES PTE LTD,
KOBE STEEL ASIA PTE LTD,
KOBELCO CRANES SOUTH EAST ASIA PTE LTD,
KOBELCO INTERNATIONAL (S) CO PTE LTD,
KOBELCO WELDING ASIA PACIFIC PTE LTD,
KOBIAN PTE LTD,
KODA LTD,
KODAK SINGAPORE PTE LIMITED,
KODI ENGINEERING SERVICES PTE LTD,www.kodi.com.sg
KOGEN SINGAPORE PTE LTD,
KOH BROTHERS DEVELOPMENT PTE LTD,
KOH BROTHERS GROUP LIMITED,www.kohbrothers.com
KOH ELECTRONIC TECHNOLOGY PTE LTD,
KOH KIAN HUAT TEA MERCHANT PTE LTD,
KOH KOCK LEONG ENTERPRISE PTE LTD,
KOH SEMITECH PTE LTD,
KOHLER CO,
KOHOKU ELECTRONICS SINGAPORE PTE LTD,
KOJET PAPER PRODUCTS PTE LTD,
KOK CHANG SCAFFOLDING PTE LTD,
KOK SIONG ENTERPRISE PTE LTD,
KOK TONG CONSTRUCTION PTE LTD,
KOK TONG TRANSPORT & ENGINEERING WORKS PTE LTD,
KOK YOKE CHUAN PTE LTD,
KOKUSAI SECURITY PTE LTD,
KOLEE CORPORATION PTE LTD,
KOLMAR SINGAPORE PTE LTD,
KOMATSU ASIA & PACIFIC PTE LTD,
KOMOCO HOLDINGS PTE LTD,
KOMOCO MOTORCYCLES PTE LTD,
KOMOCO MOTORS PTE LTD,
KOMOCO PROPERTIES PTE LTD,
KONE PTE LTD,
KONECRANES PTE LTD,
KONG GUAN DUMPLING/PAU MFR PTE LTD,
KONG HWA CHAN TRADING PTE LTD,
KONG HWA ENTERPRISES PTE LTD,
KONG SAM HO TRAVEL SERVICE PTE LTD,
KONG SIANG (PTE) LTD,
KONGSBERG MARITIME PTE LTD,
KONICA MINOLTA BUSINESS SOLUTIONS ASIA PTE LTD,
KONSORTIUM EXPRESS AND TOURS PTE LTD,
KOOKA PAPER PRODUCTS PTE LTD,
KOON CONSTRUCTION & TRANSPORT CO PTE LTD,
KOON HENG PTE LTD,
KOON HOLDINGS LIMITED,
KOON SENG CONSTRUCTION PTE LTD,
KOPISI PTE LTD,
KORASIA SHIPPING & TRADING PTE LTD,
"KOREA DEVELOPMENT BANK, THE",
KOREA EXCHANGE BANK,
KOREAN AIR,
KOREAN REGISTER OF SHIPPING,
KOREAN REINSURANCE CO,
KORVAC HOLDINGS PTE LTD,
KORYO TRADING PTE LTD,
KOSE S'PORE PTE LTD,
KOSO CONTROLS ASIA PTE LTD,
KOUFU PTE LTD,
KOYO INTERNATIONAL LTD,
KOYO SINGAPORE BEARING (PTE) LTD,
KPW SINGAPORE PTE LTD,
KRAFT FOODS SINGAPORE PTE LTD,
KRISLITE PTE LTD,
KRUGER ASIA INDUSTRIES PTE LTD,
KRUGER VENTILATION INDUSTRIES PTE LTD,
KRUNG THAI BANK PUBLIC CO LTD,
KS DISTRIBUTION PTE LTD,
KS ENERGY LIMITED,
KSB SINGAPORE (ASIA PACIFIC) PTE LTD,
KSH SHIPPING PTE LTD,
KSIP (S) PTE LTD,
KSP MARKETING PTE LTD,
KT MESDORM PTE LTD,
KTC CIVIL ENGINEERING & CONSTRUCTION PTE LTD,
KTL GLOBAL LTD,
KTP CONSULTANTS PTE LTD,
KTP EXPORTS PTE LTD,
KTZ ASIA HOLDING PTE LTD,
KUEHNE + NAGEL PTE LTD,
KUK MIN SURVEYORS & ADJUSTERS PTE LTD,
KULICKE & SOFFA (S.E.A.) PTE LTD,
KULICKE & SOFFA PTE LTD,
KUMARAN V P & CO,
KUMIAI NAVIGATION (PTE) LTD,
KUMPULAN DEVELOPMENT (S) PTE LTD,
KUNSING PTE LTD,
KUO INTERNATIONAL (PTE) LTD,
KUO INTERNATIONAL BUNKERING PTE LTD,
KUO OIL (S) PTE LTD,
KUO PROPERTIES PTE LTD,
KURARAY ASIA PACIFIC PTE LTD,
KURIOS THELES CONSULTING PTE LTD,
KURITA (SINGAPORE) PTE LTD,
KUSATSU ELECTRIC (S) PTE LTD,
KUWAIT PETROLEUM CORPN (F E) (K S C),
KVS INDUSTRIES LLP,
KWAN IM VEGETARIAN RESTAURANT PTE LTD,
KWAN INVESTMENTS PTE LTD,
KWAN YONG CONSTRUCTION PTE LTD,
KWANG HAP SIANG (S) PTE LTD,
KWANG JOO (PTE) LTD,
KWANG PENG ELECTRICAL & ENGINEERING PTE LTD,
KWANG SIA INTERNATIONAL PTE LTD,
KWANG SIA PTE LTD,
KWANG SING ENGINEERING PTE LTD,
KWEK SUM CHUAN PTE LTD,
KWE-KINTETSU WORLD EXPRESS (S) PTE LTD,
KWH MARKETING PTE LTD,
KWONG CHEONG THYE PTE LTD,
KWONG SOON ENGINEERING CO (PTE) LTD,
KWONG YU INDUSTRIES (S) PTE LTD,
KYC MACHINE INDUSTRY (S) PTE LTD,
KYH INTERNATIONAL PTE LTD,
KYOCERA ASIA PACIFIC PTE LTD,
KYOCERA CHEMICAL SINGAPORE PTE LTD,
KYOCERA CONNECTOR PRODUCTS ASIA PTE LTD,
KYOCERA DOCUMENT SOLUTIONS SINGAPORE PTE LTD,
KYOCERA ELECTRONIC DEVICES (S) PTE LTD,
KYODO-ALLIED TECHNOLOGY PTE LTD,
KYOWA SINGAPORE PTE LTD,
L & B DEVELOPMENT PTE LTD,
L & B HOLDINGS PTE LTD,
L M CHAN & PARTNERS,
L M SUVIR BROTHERS TRADING PTE LTD,
L S L ENGINEERING PTE LTD,View Map
L&A DIGITAL COMMUNICATIONS,
L&M FOUNDATION SPECIALIST PTE LTD,
L. C. DEVELOPMENT LTD,
L. K. ANG CONSTRUCTION PTE LTD,
L.C.H. (S) PTE LTD,
L.C.H. CONSTRUCTION & TRADING PTE LTD,www.lchconst.com.sg
LA MODE (SOPHIA) PTE LTD,
LAB SERVICES PTE LTD,
LABQUIP (S) PTE LTD,
LABROY SHIPBUILDING & ENGINEERING PTE LTD,
LACTO ASIA PTE LTD,
LAFARGE CEMENT SINGAPORE PTE LTD,
LAGUNA NATIONAL GOLF AND COUNTRY CLUB LTD,
LAI NGUANG JEWELLERY PTE LTD,
LAI SANG HONG PTE LTD,
LAI XINFENG & SONS HARDWARE PTE LTD,
LAIWA PLASTIC MFG & TRADING,
LAKE VIEW CREDIT PTE LTD,
LAKESHORE PTE LTD,
LAKEVIEW INVESTMENTS PTE LTD,
LAM CHUAN IMPORT-EXPORT PTE LTD,
LAM HOCK LEONG TRADING CO,
LAM HONG (S) PTE LTD,
LAM HWA ENGINEERING & TRADING PTE LTD,
LAM INTERNATIONAL CORPORATION PTE LTD,
LAM SENG HANG CO (PTE) LTD,
LAM SOON PROPERTIES PTE LTD,
LAM SOON REALTY (PTE) LTD,
LAM SOON SINGAPORE PTE LTD,
LAM THONG CORPORATION PTE LTD,
LAM THYE HANG PTE LTD,
LAMI PRECISION ENGINEERING PTE LTD,
LANCASTER HOLDING PTE LTD,
LANCO INTERNATIONAL PTE LTD,
LAND TRANSPORT AUTHORITY,
LANDESBANK BADEN-WÜRTTEMBERG,
LANDMARK PLASTICS PTE LTD,
LANGDON & SEAH SINGAPORE PTE LTD,
LANKRO WIRE SALES PTE LTD,
LANTROVISION (S) LTD,
LANXESS BUTYL PTE LTD,
LANXESS PTE LTD,
LARRY REALTY (S) PTE LTD,
LASALLE INVESTMENT MANAGEMENT ASIA PTE LTD,
LASCHWOOD INTERNATIONAL (PTE) LTD,
LASER PRINTING INDUSTRIES PTE LTD,
LASERCARE TECHNOLOGY (S) PTE LTD,
LASTEEL PTE LTD,
LATICRETE SOUTH EAST ASIA PTE LTD,
LAURENCE GOH ENG YAU & CO,
LAURUS MANAGEMENT PTE LTD,
LAUTAN LUAS SINGAPORE PTE LTD,
LAVISH DINE CATERING PTE LTD,
LAW SOCIETY OF SINGAPORE,
LAWRENCE CHUA & PARTNERS,
LAWRENCE LANDSCAPE AND CONSTRUCTION PTE LTD,
LBW CONSULTANTS LLP,
LC TRAVEL PLANNERS PTE LTD,
LC&T BUILDER (1971) PTE LTD,
LCE ENGINEERING PTE LTD,
LCP BUILDING PRODUCTS PTE LTD,
LCS OPTIROC PTE LTD,
LCT RESOURCE PTE. LTD.,
LD COMMODITIES METALS ASIA PTE LTD,
LE CHAMP (SOUTH EAST ASIA) PTE LTD,
LE GEMME PTE LTD,
LE GROVE SERVICED APARTMENTS,
LEA HIN CO (METAL FACTORY) PTE LTD,
LEA HIN CO (PTE) LTD,
LEA TAT CHEMICALS PTE LTD,
LEAD BUILDERS PTE LTD,
LEAD MANAGEMENT ENGINEERING & CONSTRUCTION PTE LTD,
LEADS ENGINEERING (S) PTE LTD,
LEE & LEE,
LEE & LEONG ENGINEERING,
LEE BISCUITS (PTE) LIMITED,
LEE BON LEONG & CO,
LEE BROTHERS,
LEE CHING LEATHER GOODS MFR (PTE) LTD,
LEE FOOK HONG & CO,
LEE HAN SIONG TRADING PTE LTD,
LEE HIN (PTE) LTD,
LEE HONG CONSTRUCTION CO PTE LTD,
LEE HUNG SCIENTIFIC PTE LTD,
LEE KIM TAH HOLDINGS LTD,
LEE LATEX (PTE) LTD,
LEE METAL GROUP LTD,
LEE PACIFIC BUSINESS AGENCY PTE LTD,
LEE RUBBER COMPANY (PTE) LIMITED,
LEE SENG HARDWARE MACHINERY PTE LTD,
LEE SENG HENG,
LEE SHIP SUPPLY PTE LTD,
LEE TAT DEVELOPMENT PTE LTD,
LEE TAT MACHINERY (PTE) LTD,
LEE WELDED MESH SINGAPORE PTE LTD,
LEE YIN KNITTING FACTORY PTE LTD,
LEE YUEN ENGINEERING PTE LTD,
LEECO PTE LTD,
LEEDEN DISTRIBUTION PTE LTD,
